DOMANIALITE,ARRONDISSEMENT,GENRE,ESPECE,VARIETE OUCULTIVAR,CIRCONFERENCE (cm),HAUTEUR (m),STADE DE DEVELOPPEMENT,latitude,longitude
Alignement,18,Platanus,x hispanica,,170,17,Adulte,48.898419464168086,2.36255427403272
Alignement,16,Aesculus,hippocastanum,''Baumannii'',125,8,Adulte,48.864144138141214,2.29181445290255
Alignement,12,Tilia,platyphyllos,,80,9,Jeune (arbre)Adulte,48.83415767826455,2.442539428287254
Alignement,18,Ulmus,,''Sapporo Autumn Gold'' RESISTA,30,5,Jeune (arbre),48.89407840365952,2.331910501919635
Alignement,16,Acer,pseudoplatanus,''Leopoldii'',20,5,,48.8578409701318,2.27761203317335
Alignement,17,Platanus,x hispanica,,97,10,Adulte,48.885927818730984,2.294057080588044
Alignement,16,Platanus,x hispanica,,180,16,Adulte,48.8463696462081,2.26807172585402
Alignement,16,Platanus,x hispanica,,145,22,Adulte,48.86626162263146,2.2966997031504
Alignement,19,Platanus,x hispanica,,60,10,Jeune (arbre)Adulte,48.89886973294122,2.373763765810174
Alignement,19,Paulownia,tomentosa,,70,5,Jeune (arbre)Adulte,48.88964316013723,2.39503037586268
Alignement,14,Tilia,tomentosa,,130,10,Jeune (arbre)Adulte,48.83696266088616,2.32463669207279
Alignement,12,Pyrus,calleryana,''Chanticleer'',55,5,Adulte,48.84523175727497,2.37575598236723
Alignement,12,Aesculus,hippocastanum,,190,10,Adulte,48.83774388730505,2.41315904549499
Alignement,18,Tilia,tomentosa,,85,12,Jeune (arbre)Adulte,48.887726418272855,2.348763614391552
Alignement,12,Aesculus,hippocastanum,,45,7,Jeune (arbre),48.83172740481501,2.46562066638058
Alignement,12,Aesculus,hippocastanum,,170,20,Adulte,48.84452912162733,2.450210467876518
Alignement,19,Pyrus,calleryana,''Chanticleer'',20,5,,48.887014985118306,2.39391577947396
Alignement,15,Lagerstroemia,indica,,20,5,,48.85091290865148,2.29618301480672
Alignement,16,Platanus,x hispanica,,205,20,Adulte,48.8649086201047,2.29935022470325
Alignement,12,Platanus,x hispanica,,100,10,Adulte,48.841766042623775,2.393135145361644
Alignement,20,Platanus,x hispanica,,200,15,Mature,48.86121296596529,2.409414487046558
Alignement,13,Zelkova,carpinifolia,,45,4,Jeune (arbre)Adulte,48.83571784432816,2.360080840548003
Alignement,20,Platanus,x hispanica,,155,12,Adulte,48.862434026995835,2.4110637884709
Alignement,19,Platanus,orientalis,,195,20,Adulte,48.88035840121304,2.39072786547346
Alignement,19,Platanus,orientalis,,65,15,Jeune (arbre),48.88069444905897,2.373877015991776
Alignement,14,Platanus,x hispanica,,110,15,Jeune (arbre)Adulte,48.82970073395809,2.32598594468678
Alignement,16,Aesculus,hippocastanum,,82,10,Jeune (arbre)Adulte,48.8629397546262,2.26954380835902
Alignement,12,Pinus,n. sp.,,50,5,Jeune (arbre)Adulte,48.831649554099286,2.39849082860877
Alignement,13,Celtis,australis,,85,8,Adulte,48.83435256429539,2.35780975454169
Alignement,13,Juglans,nigra,,75,9,Adulte,48.822149239669294,2.371523662578851
Alignement,14,Tilia,tomentosa,,70,6,Jeune (arbre),48.826382291673056,2.32960628814795
Alignement,17,Platanus,x hispanica,,80,9,Jeune (arbre)Adulte,48.892317347745184,2.327106269695214
Alignement,16,Ailanthus,altissima,,122,12,Adulte,48.84638610262847,2.257782788101805
Alignement,14,Pterocarya,fraxinifolia,,60,5,Jeune (arbre),48.841271493174425,2.324140841429623
Alignement,16,Acer,platanoides,,54,8,Adulte,48.845010324582674,2.26179841162914
Alignement,13,Ginkgo,biloba,,50,6,Jeune (arbre)Adulte,48.83479968036351,2.37261307927696
Alignement,13,Magnolia,grandiflora,,50,6,Jeune (arbre)Adulte,48.8343151184676,2.34906248147512
Alignement,13,Magnolia,grandiflora,,40,6,Jeune (arbre)Adulte,48.821535571019666,2.35627421184767
Alignement,13,Platanus,occidentalis,,70,10,Jeune (arbre)Adulte,48.82079494886618,2.366456933308628
Alignement,13,Pyrus,calleryana,''Chanticleer'',40,8,Jeune (arbre)Adulte,48.82500240619287,2.343427860036291
Alignement,16,Platanus,x hispanica,,165,16,Adulte,48.8480670924551,2.26464245853858
Alignement,16,Aesculus,hippocastanum,,228,20,Adulte,48.86398361096029,2.276730661771183
Alignement,17,Platanus,x hispanica,,168,15,Adulte,48.88081766455871,2.31161551583517
Alignement,16,Sophora,japonica,,78,12,Jeune (arbre)Adulte,48.838714673577215,2.26394508111183
Alignement,16,Acer,platanoides,''Farlake''s Green'',60,8,Jeune (arbre)Adulte,48.851120758238324,2.25874481045495
Alignement,15,Aesculus,x carnea,''Briotii'',35,7,Jeune (arbre)Adulte,48.842008084404696,2.31366188411797
Alignement,12,Acer,n. sp.,,40,5,Jeune (arbre),48.84733964660308,2.396634474474
Alignement,15,Platanus,occidentalis,,130,10,Adulte,48.84677966464938,2.3117770571732
Alignement,19,Pyrus,calleryana,''Chanticleer'',65,10,Jeune (arbre)Adulte,48.880246519567365,2.3716831769316
Alignement,17,Acer,platanoides,''Globosum'',50,5,Jeune (arbre)Adulte,48.88970885723959,2.294831984166369
Alignement,14,Platanus,x hispanica,,140,15,Adulte,48.826786320765294,2.335145334759049
Alignement,17,Platanus,x hispanica,,105,13,Adulte,48.87954287564294,2.29109197181519
Alignement,12,Aesculus,x carnea,''Briotii'',85,10,Adulte,48.84775775680525,2.38105156392988
Alignement,15,Platanus,x hispanica,,85,12,Adulte,48.849138647184446,2.28802947256024
Alignement,20,Celtis,australis,,60,5,Adulte,48.855737008638805,2.41215019839511
Alignement,13,Pyrus,calleryana,''Chanticleer'',45,8,Jeune (arbre),48.82269042364002,2.34671622740063
Alignement,15,Pyrus,calleryana,''Chanticleer'',50,7,Adulte,48.844064036210526,2.30994907311853
Alignement,12,Quercus,n. sp.,,125,18,Adulte,48.84432580695782,2.45143536666704
Alignement,13,Ginkgo,biloba,,50,8,Jeune (arbre)Adulte,48.82983435797003,2.37743267917125
Alignement,13,Pyrus,calleryana,''Chanticleer'',70,10,Adulte,48.83758557143409,2.357551374137237
Alignement,14,Platanus,x hispanica,,190,15,Mature,48.841261751863705,2.33144368490779
Alignement,13,Ginkgo,biloba,,50,8,Jeune (arbre)Adulte,48.83026427439517,2.37691274113117
Alignement,16,Aesculus,hippocastanum,,69,12,Jeune (arbre)Adulte,48.8569349127121,2.2659549178297
Alignement,13,Prunus,avium,''Plena'',55,6,Jeune (arbre)Adulte,48.82302453704681,2.35526590189611
Alignement,14,Acer,platanoides,,70,8,Jeune (arbre),48.84101751859375,2.330067327469884
Alignement,13,Platanus,occidentalis,,150,15,Adulte,48.835419714875364,2.369947745944247
Alignement,13,Platanus,x hispanica,,40,8,Jeune (arbre)Adulte,48.82219516248872,2.3785171401245
Alignement,18,Platanus,orientalis,,180,21,Adulte,48.883110967257856,2.3450276991466
Alignement,13,Platanus,occidentalis,,90,12,Adulte,48.83110788368492,2.34469026060106
Alignement,18,Platanus,x hispanica,,30,5,Jeune (arbre),48.897911403627326,2.33646322779108
Alignement,19,Tilia,n. sp.,,105,10,Adulte,48.88590403414249,2.370904863868548
Alignement,19,Sophora,japonica,,180,18,Adulte,48.89893253642912,2.383649405334484
Alignement,14,Platanus,x hispanica,,220,18,Mature,48.829540829515814,2.32820543228375
Alignement,13,Sophora,japonica,,40,5,Jeune (arbre),48.8259387627807,2.351669692506571
Alignement,13,Cornus,mas,,20,5,,48.83780154771603,2.372966522174563
Alignement,16,Tilia,tomentosa,,145,18,Adulte,48.87094917510941,2.279271430008093
Alignement,16,Acer,pseudoplatanus,,107,11,Adulte,48.84430785752828,2.270711520823837
Alignement,15,Aesculus,x carnea,''Briotii'',55,6,Jeune (arbre)Adulte,48.83669963101417,2.2751064829795
Alignement,19,Tilia,tomentosa,,95,10,Adulte,48.88563193221293,2.37028176809387
Alignement,17,Platanus,x hispanica,,100,11,Adulte,48.89132255604097,2.3024703586989
Alignement,16,Acer,platanoides,,25,5,,48.84247559868033,2.25289273389651
Alignement,13,Fraxinus,excelsior,''Westhof''s Glorie'',50,6,Jeune (arbre),48.83551352924445,2.352869959225895
Alignement,12,Aesculus,hippocastanum,,105,12,Jeune (arbre),48.837546187001955,2.425180780454591
Alignement,19,Populus,nigra,,4,2,Jeune (arbre),48.90058541477813,2.380503899326717
Alignement,19,Sophora,japonica,,100,10,Adulte,48.89935326750148,2.37619701582934
Alignement,13,Malus,tschonoskii,,65,10,Jeune (arbre)Adulte,48.828229895335575,2.351557207276244
Alignement,12,Platanus,x hispanica,,150,17,Jeune (arbre)Adulte,48.833951403074785,2.4337235594636
Alignement,14,Platanus,x hispanica,,170,15,Mature,48.835243185319136,2.33334090321595
Alignement,13,Prunus,serrula,,57,5,Adulte,48.8355091699676,2.37309799272806
Alignement,16,Sophora,japonica,,87,10,Adulte,48.83876771058024,2.25672961139472
Alignement,16,Acer,pseudoplatanus,''Purpureum'',46,6,Jeune (arbre)Adulte,48.84928892797069,2.27548206054819
Alignement,13,Paulownia,tomentosa,,75,8,Adulte,48.83201670828837,2.35485931577925
Alignement,15,Aesculus,hippocastanum,''Baumannii'',90,10,Adulte,48.842584406180116,2.31320722161091
Alignement,17,Celtis,australis,,110,10,Adulte,48.89935746642802,2.32003894982486
Alignement,12,Tilia,tomentosa,,75,8,Jeune (arbre),48.825134214629934,2.46057742092051
Alignement,20,Crataegus,x mordenensis,''Toba'',20,5,,48.87055924903514,2.40422381915177
Alignement,13,Tilia,cordata,,52,7,Jeune (arbre)Adulte,48.828867079523185,2.38378574511848
Alignement,12,Fraxinus,americana,,70,10,Adulte,48.833829861494074,2.40291554109826
Alignement,16,Tilia,tomentosa,,90,9,Adulte,48.86060232442672,2.26689693599209
Alignement,18,Aesculus,x carnea,''Briotii'',183,11,Mature,48.899426827620765,2.341342831513124
Alignement,12,Malus,trilobata,,20,5,Jeune (arbre),48.83549469971676,2.3855667648198
Alignement,13,Sophora,japonica,,55,8,Jeune (arbre),48.82646687010872,2.36196287287892
Alignement,16,Sophora,japonica,,75,12,Adulte,48.85632844895139,2.265468579346057
Alignement,14,Aesculus,x carnea,''Briotii'',55,6,Jeune (arbre)Adulte,48.83460280339788,2.335159736021088
Alignement,14,Acer,platanoides,,75,7,Jeune (arbre),48.841695029331504,2.32949757740223
Alignement,14,Fraxinus,ornus,,80,6,Jeune (arbre),48.82479735730021,2.310386832266794
Alignement,14,Prunus,cerasifera,''Pissardii'',30,3,Jeune (arbre),48.83248710269163,2.31250258542049
Alignement,15,Platanus,x hispanica,,110,15,Adulte,48.84662064748023,2.312493335722166
Alignement,12,Platanus,x hispanica,,80,12,Jeune (arbre)Adulte,48.82813767299009,2.428404816776388
Alignement,15,Platanus,x hispanica,,165,15,Adulte,48.8289423427758,2.29214203639611
Alignement,12,Aesculus,n. sp.,,40,5,Jeune (arbre)Adulte,48.835646611247455,2.412620295878254
Alignement,20,Platanus,x hispanica,,170,20,Mature,48.87821319142702,2.41045415430629
Alignement,17,Corylus,colurna,,72,8,Jeune (arbre)Adulte,48.886730244665614,2.31218609013092
Alignement,16,Sophora,japonica,,85,10,Adulte,48.86844838249872,2.285551632135899
Alignement,16,Acer,pseudoplatanus,,61,13,Adulte,48.84961186394663,2.276085484180008
Alignement,12,Aesculus,hippocastanum,''Baumannii'',45,5,Jeune (arbre)Adulte,48.84025767876855,2.381037270692228
Alignement,19,Corylus,colurna,,60,10,Jeune (arbre)Adulte,48.8792432179807,2.39847868540885
Alignement,14,Aesculus,hippocastanum,''Baumannii'',125,10,Adulte,48.83457946445452,2.33468254085582
Alignement,13,Celtis,australis,,100,10,Adulte,48.83942049039674,2.3615792357583
Alignement,16,Acer,pseudoplatanus,,54,8,Jeune (arbre)Adulte,48.85058636489484,2.27739244425563
Alignement,13,Populus,alba,''Raket'',25,5,Jeune (arbre),48.81768107828748,2.35314129195162
Alignement,13,Toona,sinensis,,85,8,Jeune (arbre)Adulte,48.83717066669141,2.353322091762996
Alignement,16,Platanus,x hispanica,,75,12,Jeune (arbre)Adulte,48.87610056808126,2.28158913093269
Alignement,16,Aesculus,hippocastanum,,118,28,Adulte,48.86008152112841,2.26822906627225
Alignement,19,Platanus,x hispanica,,220,25,Mature,48.89887811101588,2.38710179093627
Alignement,15,Aesculus,x carnea,''Briotii'',50,6,Jeune (arbre)Adulte,48.83766023750433,2.27197930350594
Alignement,19,Platanus,x hispanica,,220,25,Adulte,48.88314188836321,2.394818110005169
Alignement,19,Platanus,x hispanica,,125,20,Adulte,48.90148823943901,2.38586056988652
Alignement,12,Tilia,tomentosa,,80,9,Jeune (arbre),48.82490568209133,2.4597220100224
Alignement,19,Sophora,japonica,,60,5,Jeune (arbre),48.89444001164853,2.39426439222178
Alignement,16,Platanus,x hispanica,,125,15,Adulte,48.86580220585949,2.272501217680063
Alignement,12,Platanus,x hispanica,,130,16,Jeune (arbre)Adulte,48.83279154669958,2.434506266055883
Alignement,19,Platanus,x hispanica,,160,20,Adulte,48.89883234386701,2.371882448873247
Alignement,12,Platanus,x hispanica,,130,15,Adulte,48.84051250557919,2.374190671418608
Alignement,19,Platanus,x hispanica,,175,23,Adulte,48.879348563334275,2.37036480633657
Alignement,16,Aesculus,hippocastanum,,55,8,Jeune (arbre)Adulte,48.85687723091065,2.266058060872461
Alignement,14,Sophora,japonica,,50,6,Jeune (arbre),48.8297132158197,2.3213227799408
Alignement,16,Aesculus,hippocastanum,''Baumannii'',70,10,Jeune (arbre)Adulte,48.86433728637865,2.274120017688578
Alignement,13,Fraxinus,excelsior,''Westhof''s Glorie'',65,8,Jeune (arbre)Adulte,48.83636295810014,2.352380297601575
Alignement,18,Robinia,pseudoacacia,''Unifolia'',150,16,Mature,48.899629000520704,2.336234025430284
Alignement,16,Tilia,x europaea,,83,9,Adulte,48.853712470286915,2.28261823325332
Alignement,12,Platanus,x hispanica,,110,10,Adulte,48.84850059496004,2.371077988668149
Alignement,14,Platanus,x hispanica,,145,15,Adulte,48.822160128796206,2.32970905043382
Alignement,12,Tilia,platyphyllos,,160,15,Adulte,48.83674554996562,2.409285294547631
Alignement,13,Aesculus,hippocastanum,''Baumannii'',90,10,Adulte,48.83198272732924,2.372174786795137
Alignement,13,Aesculus,hippocastanum,''Baumannii'',110,12,Adulte,48.834054699095226,2.37001238976256
Alignement,19,Platanus,x hispanica,,115,15,Adulte,48.88356403401728,2.372871592783545
Alignement,12,Sophora,japonica,,25,4,Jeune (arbre),48.82717299240061,2.453311536138959
Alignement,17,Platanus,x hispanica,,163,15,Mature,48.88797860302034,2.304398847097756
Alignement,17,Platanus,x hispanica,,205,16,Mature,48.898366727748545,2.323355432078287
Alignement,13,Toona,sinensis,,175,12,Mature,48.8370189303163,2.35303857473534
Alignement,15,Platanus,x hispanica,,140,15,Adulte,48.839374293315906,2.304753378044358
Alignement,16,Ostrya,carpinifolia,,20,5,,48.864052835220306,2.248622576528054
Alignement,13,Platanus,occidentalis,,145,15,Adulte,48.830238201311026,2.35091491289894
Alignement,16,Platanus,x hispanica,,60,7,Jeune (arbre)Adulte,48.87706548686448,2.284017440338541
Alignement,12,Aesculus,x carnea,,55,5,Jeune (arbre)Adulte,48.84810126132988,2.394591754002801
Alignement,16,Aesculus,hippocastanum,,215,20,Mature,48.86004765729576,2.268235920911036
Alignement,18,Acer,campestre,''Elsrijk'',20,3,Jeune (arbre),48.897408095969716,2.356383925087466
Alignement,13,Aesculus,x carnea,''Briotii'',50,5,Jeune (arbre),48.83487155296138,2.344742765711754
Alignement,16,Acer,campestre,,44,7,Jeune (arbre)Adulte,48.87434659006285,2.271507697060535
Alignement,12,Acer,platanoides,,80,7,Jeune (arbre)Adulte,48.83474349316056,2.44386434064439
Alignement,14,Tilia,cordata,,60,6,Jeune (arbre),48.83566838780886,2.328385776837426
Alignement,19,Platanus,x hispanica,,65,8,Jeune (arbre),48.89638215741495,2.393449139808912
Alignement,14,Tilia,x flavescens,''Glenleven'',55,6,Jeune (arbre),48.83593619850996,2.33165421104511
Alignement,13,Celtis,australis,,90,8,Jeune (arbre)Adulte,48.83487978675276,2.358204216116
Alignement,16,Platanus,x hispanica,,67,12,Jeune (arbre)Adulte,48.868189819636804,2.282013700540028
Alignement,13,Platanus,occidentalis,,90,12,Adulte,48.83094872455075,2.353315850546646
Alignement,19,Sophora,japonica,,45,6,Jeune (arbre),48.87279922810217,2.37929297598457
Alignement,12,Acer,pseudoplatanus,,45,5,Jeune (arbre)Adulte,48.84620160673281,2.397563298772451
Alignement,20,Platanus,x hispanica,,60,10,Jeune (arbre)Adulte,48.87547154811797,2.40332409542049
Alignement,15,Tilia,x europaea,''Euchlora'',60,7,Adulte,48.8409157347533,2.30396683005375
Alignement,15,Sophora,japonica,,55,7,Jeune (arbre)Adulte,48.84213695286878,2.27776104136834
Alignement,17,Platanus,x hispanica,,100,12,Adulte,48.880257879147756,2.287722673355709
Alignement,15,Platanus,x hispanica,,20,5,,48.846512924541074,2.31265660154354
Alignement,16,Sorbus,aria,,30,6,Jeune (arbre),48.836899214804376,2.259649294845333
Alignement,15,Platanus,x hispanica,,65,10,Jeune (arbre)Adulte,48.84116685877791,2.28068114703078
Alignement,15,Ostrya,carpinifolia,,20,5,,48.837196766275476,2.274706874422214
Alignement,14,Tilia,tomentosa,,95,9,Jeune (arbre)Adulte,48.82546897127555,2.32764348820096
Alignement,14,Platanus,x hispanica,,150,14,Adulte,48.832972576356084,2.33116244434856
Alignement,17,Platanus,x hispanica,,73,10,Jeune (arbre)Adulte,48.89119677708759,2.30074353478775
Alignement,16,Tilia,tomentosa,,85,12,Adulte,48.87370511797561,2.28440359426807
Alignement,13,Magnolia,grandiflora,,45,6,Jeune (arbre),48.82877654957975,2.380094722692202
Alignement,18,Prunus,x schmittii,,49,8,Jeune (arbre)Adulte,48.88725528278527,2.328711875710843
Alignement,13,Platanus,occidentalis,,255,20,Mature,48.83622153112134,2.371651430297829
Alignement,16,Aesculus,hippocastanum,,135,12,Adulte,48.876823646901634,2.27406942810732
Alignement,19,Sophora,japonica,,125,20,Adulte,48.88282058002971,2.401011616115655
Alignement,18,Acer,platanoides,''Columnare'',79,10,Jeune (arbre)Adulte,48.89043472588104,2.356148958540345
Alignement,12,Platanus,x hispanica,,60,10,Jeune (arbre)Adulte,48.8318059020895,2.3843389516409
Alignement,14,Platanus,x hispanica,,25,5,Jeune (arbre),48.83616534746305,2.327677233338748
Alignement,17,Liquidambar,styraciflua,,30,6,Jeune (arbre),48.891102076923374,2.318151722324374
Alignement,18,Pyrus,calleryana,''Chanticleer'',35,5,Jeune (arbre),48.88857166310523,2.35427417650774
Alignement,16,Aesculus,hippocastanum,,96,10,Adulte,48.86385533643892,2.27879919643206
Alignement,13,Sophora,japonica,,0,0,,48.83132491936822,2.374359598908137
Alignement,16,Aesculus,hippocastanum,,52,11,Jeune (arbre)Adulte,48.856870882540875,2.266354496799759
Alignement,14,Pyrus,calleryana,''Chanticleer'',80,7,Jeune (arbre),48.8266899137565,2.33192845287639
Alignement,15,Toona,sinensis,,120,12,Adulte,48.83710253157193,2.27921090310197
Alignement,15,Acer,platanoides,,60,8,Adulte,48.84696652787341,2.30162602661245
Alignement,14,Quercus,rubra,,65,8,Jeune (arbre),48.83935225623672,2.321163371020979
Alignement,16,Aesculus,hippocastanum,,136,15,Adulte,48.86372040446358,2.2815441419567
Alignement,16,Aesculus,hippocastanum,,66,10,Jeune (arbre)Adulte,48.863442933142586,2.283109355144893
Alignement,16,Zelkova,serrata,''Flekova'' GREEN VASE,47,8,Jeune (arbre)Adulte,48.86182366046385,2.24714817843215
Alignement,19,Celtis,australis,,65,10,Jeune (arbre)Adulte,48.87953872085164,2.4083033391897
Alignement,12,Platanus,x hispanica,,140,15,Adulte,48.83645352978408,2.40455349766048
Alignement,15,Tilia,cordata,,85,10,Adulte,48.83697426502398,2.2974964818239
Alignement,18,Robinia,pseudoacacia,''Unifolia'',120,17,Jeune (arbre)Adulte,48.88561890439552,2.342331350384106
Alignement,13,Carpinus,betulus,,60,10,Jeune (arbre)Adulte,48.81602651354496,2.345048387042593
Alignement,13,Malus,tschonoskii,,80,10,Jeune (arbre)Adulte,48.82782230887574,2.350450302864189
Alignement,20,Platanus,x hispanica,,195,18,Mature,48.84827697365293,2.40012068304919
Alignement,13,Malus,tschonoskii,,25,5,,48.82709577109676,2.348323446677875
Alignement,13,Fraxinus,americana,,30,5,Jeune (arbre),48.821272565750405,2.346641416489412
Alignement,17,Platanus,x hispanica,,60,8,Jeune (arbre)Adulte,48.88200740977666,2.286160569478372
Alignement,13,Platanus,x hispanica,,170,20,Adulte,48.82100163503117,2.36839334950531
Alignement,16,Platanus,x hispanica,,230,22,Mature,48.844112071545986,2.27159686836805
Alignement,20,Tilia,x europaea,''Pallida'',65,5,Jeune (arbre)Adulte,48.84931214334941,2.414133049029923
Alignement,14,Tilia,x europaea,''Pallida'',90,10,Jeune (arbre),48.83365396760184,2.325708354319
Alignement,15,Platanus,x hispanica,,95,10,Adulte,48.848180605385544,2.30555359897308
Alignement,15,Aesculus,hippocastanum,''Baumannii'',90,10,Adulte,48.8374479491228,2.272468578818744
Alignement,16,Celtis,australis,,61,8,Jeune (arbre)Adulte,48.876892559338195,2.27066124087254
Alignement,13,Tilia,tomentosa,,105,15,Adulte,48.82922917020719,2.35373361310745
Alignement,13,Aesculus,x carnea,''Briotii'',90,6,Jeune (arbre)Adulte,48.829056271700935,2.368308991332749
Alignement,14,Tilia,platyphyllos,,30,3,Jeune (arbre),48.827371237704696,2.331447416813263
Alignement,15,Sophora,japonica,,75,8,Adulte,48.84686241662565,2.29332312620817
Alignement,16,Platanus,x hispanica,,25,6,Adulte,48.84813078101506,2.264814393974609
Alignement,13,Gleditsia,triacanthos,''Skyline'',20,5,Jeune (arbre),48.83210599791392,2.379416557855642
Alignement,16,Platanus,x hispanica,,130,15,Adulte,48.874479609511106,2.2920301139242
Alignement,12,Aesculus,hippocastanum,,35,6,Jeune (arbre),48.83849559779049,2.467790383934305
Alignement,15,Platanus,x hispanica,,125,15,Adulte,48.833178810558756,2.28251721564393
Alignement,19,Corylus,colurna,,50,8,Jeune (arbre)Adulte,48.88822186167424,2.371994104401692
Alignement,18,Magnolia,grandiflora,,78,7,Jeune (arbre)Adulte,48.89892070384763,2.36830755216342
Alignement,15,Sophora,japonica,,60,10,Adulte,48.84310700495015,2.27740820462759
Alignement,13,Platanus,x hispanica,,165,15,Adulte,48.82047228256345,2.37165291596151
Alignement,12,Platanus,x hispanica,,20,5,,48.846635379467784,2.381159572293154
Alignement,14,Acer,platanoides,''Royal red'',25,5,Jeune (arbre),48.83536827974679,2.332267274632201
Alignement,19,Tilia,cordata,,55,10,Jeune (arbre)Adulte,48.87672151675365,2.3953014621004
Alignement,12,Castanea,n. sp.,,30,4,Jeune (arbre),48.84097601418708,2.452730127205395
Alignement,16,Aesculus,hippocastanum,,220,21,Mature,48.86316652795441,2.26917719485149
Alignement,12,Aesculus,x carnea,''Briotii'',65,5,Jeune (arbre)Adulte,48.84674000972426,2.411636333305981
Alignement,12,Acer,platanoides,,125,10,Adulte,48.83773885791377,2.439832733936603
Alignement,19,Aesculus,x carnea,''Briotii'',130,15,Adulte,48.878134119887086,2.397101977670841
Alignement,20,Aesculus,x carnea,''Briotii'',20,5,Jeune (arbre),48.8707968447452,2.40490003642837
Alignement,13,Toona,sinensis,''Flamingo'',20,5,Jeune (arbre),48.83949887427033,2.360832275452992
Alignement,16,Aesculus,hippocastanum,,180,16,Adulte,48.84911398147665,2.258101384148474
Alignement,16,Platanus,x hispanica,,85,15,Adulte,48.8452958231005,2.25780581037852
Alignement,19,Platanus,x hispanica,,210,25,Adulte,48.88456829149938,2.370261534352097
Alignement,15,Tilia,cordata,,45,7,Jeune (arbre)Adulte,48.83626942154262,2.281800281050968
Alignement,16,Platanus,x hispanica,,213,19,Mature,48.84611999050733,2.267651387364727
Alignement,12,Platanus,x hispanica,,40,5,Jeune (arbre),48.85025545711199,2.370546904176037
Alignement,13,Acer,monspessulanum,,35,5,Jeune (arbre),48.8189402889861,2.3486043742942
